Referencia,zona,contrato,ascensor,calle,consumo_energia,dormitorios,precio_venta,ciudad,baños,planta/piso,tipo_inmueble,calefaccion,año_construcción,Comunidad Autonoma,Clase_energia,Pais,Fecha_publicación,Superficie
597088,Ciudad Jardin,venta,,Rafael Gil Gonzalez,,,244900,Badajoz,,Baja,Popular,,2016,Extremadura,,es,2024-10-07 20:04:52,250.00
597373,Ciudad Jardin,venta,,C. Bonifacio Gil,,,89900,Badajoz,,1 (planta media),Popular,,1972,Extremadura,,es,2024-10-29 10:43:58,82.00
598880,San Fernando,venta,,Calle de Ntra. Sra. de Guadalupe,,6 dorm.,710000,Badajoz,4 baños,,Popular,,2000,Extremadura,,es,2024-10-25 19:32:04,280.00
598566,Ciudad Jardin,venta,,C. Bélgica,,4 dorm.,86000,Badajoz,2 baños,Baja,Media,,1999,Extremadura,,es,2024-10-21 11:35:14,110.00
596806,San Roque,venta,,C. de José Macón,,3 dorm.,74900,Badajoz,,,Popular,,1975,Extremadura,,es,2024-10-24 11:18:18,91.00
595469,San Fernando,venta,,C. Gurugú,,8 dorm.,109900,Badajoz,5 baños,,Media,,1974,Extremadura,,es,2024-10-22 20:34:44,419.00
596936,Estacion De Autobuses,venta,,El Fresno,,5 dorm.,147500,Badajoz,1 baño,,Popular,,1999,Extremadura,,es,2024-10-21 17:18:44,165.00
598436,San Fernando,venta,,Calle Jalifa,,4 dorm.,96000,Badajoz,2 baños,,Media,,1968,Extremadura,,es,2024-10-18 17:29:15,100.00
595142,San Fernando,venta,,C. San Marcial,,3 dorm.,57000,Badajoz,2 baños,Baja,Popular,,1974,Extremadura,,es,2024-09-20 13:55:10,142.00
564139,San Roque,venta,,C. Lopez de Tovar,,4 dorm.,137000,Badajoz,1 baño,,Señorial,,1965,Extremadura,,es,2024-10-14 20:19:35,160.00
596942,San Roque,venta,,C. Herradura,"146,3 kW h/m&sup2; año",2 dorm.,89900,Badajoz,1 baño,,Media,,2007,Extremadura,d,es,2024-10-16 12:57:38,148.00
520676,Cartuja - Traumatología,alquiler,Sí,C. Minerva,164 kW h/m&sup2; año,3 dorm.,780,Granada,1 baño,,Media,centralizada (Gas),2000,Andalucía,e,es,2024-10-31 11:41:01,85.00
564311,Cartuja - Traumatología,alquiler,Sí,Cam. de Alfacar,"85,47 kWh/m&sup2; año",5 dorm.,1400,Granada,2 baños,,Señorial,,1980,Andalucía,e,es,2024-10-31 11:40:55,85.00
591678,Beiro - Plaza De Toros - Triunfo,alquiler,,C. Real de Cartuja,,2 dorm.,109000,Granada,1 baño,Semisótano,Popular,,2000,Andalucía,,es,2024-08-22 20:53:09,67.00
596594,Puerto De La Torre,alquiler,,Calle Vesta,"72,32 kWh/m&sup2; año",3 dorm.,2300,Málaga,2 baños,,Media,centralizada,2020,Andalucía,c,es,2024-10-07 10:39:22,215.00
597960,Puerto De La Torre,alquiler,,Calle Ortosa,"154,8 kW h/m&sup2; año",3 dorm.,1700,Málaga,2 baños,,Popular,Independiente,2000,Andalucía,e,es,2024-10-18 19:28:39,103.00
599224,Miraflores De Los Angeles,alquiler,,Calle Ntra. Sra. de los Clarines,,,150,Málaga,,-4 (planta sótano),Popular,,2010,Andalucía,,es,2024-10-28 12:16:48,26.00
564429,La Paz - Puerta Blanca,alquiler,,P.º Tanima,,3 dorm.,750,Málaga,,Baja,Popular,,1960,Andalucía,,es,2024-10-28 11:54:28,83.00
597338,Martiricos,alquiler,,Paseo Martiricos,"20,44 kW h/m&sup2; año",2 dorm.,1600,Málaga,,19 (planta alta),Popular,,2023,Andalucía,b,es,2024-10-09 10:31:56,70.00
596737,Carlos De Haya,alquiler,Sí,C. México,,3 dorm.,1100,Málaga,,,Popular,,1998,Andalucía,,es,2024-10-08 12:58:51,89.00
596646,Las Delicias - Giron - Parque Mediterraneo,alquiler,,C. Victoria Mérida y Piret,,2 dorm.,600,Málaga,,Planta baja,Popular,,1983,Andalucía,,es,2024-10-03 09:55:24,67.00
588974,Nueva Malaga - Las Chapas,alquiler,,C/ José Iturbi,,1 dorm.,600,Málaga,,,Señorial,,1992,Andalucía,,es,2024-07-30 11:09:38,142.00
594165,Carlos De Haya,alquiler,,Av. de Carlos Haya,,,4000,Málaga,4 baños,Planta baja,Media,Independiente,1998,Andalucía,,es,2024-09-12 09:29:48,254.00
594692,El Plantinar - Tiro De Linea,alquiler,,C. Ulía,,,1000,Sevilla,,6,Popular,,1960,Andalucía,,es,2024-09-17 09:24:57,85.00
346477,Cerro Del Aguila,alquiler,,Calle Afán de Ribera,"132,28 kWh/m&sup2; año",,1200,Sevilla,2 baños,Baja,Popular,Independiente (Eléctrica),2003,Andalucía,e,es,2020-05-27 13:39:20,161.00
576402,Cerro Del Aguila,alquiler,,Calle Aragon,,,530,Sevilla,1 baño,Baja,Media,,1975,Andalucía,,es,2024-03-12 19:24:56,54.00
588980,El Plantinar - Tiro De Linea,alquiler,,C. Rector Candil,,,70,Sevilla,,1 (planta media),Media,,2005,Andalucía,,es,2024-07-10 19:25:37,12.00
599204,Arroyo - Santa Justa,alquiler,,C. San Joaquín,,,650,Sevilla,,Baja,De época,,1969,Andalucía,,es,2024-10-25 11:24:00,96.00
592421,Su Eminencia ,alquiler,Sí,C. Nicolás Díaz Benjumea,,2 dorm.,950,Sevilla,1 baño,Planta baja,Señorial,centralizada (Paneles Solares),2023,Andalucía,,es,2024-08-20 19:38:43,80.00
574301,Su Eminencia ,alquiler,Sí,C. Nicolás Díaz Benjumea,,2 dorm.,950,Sevilla,,1 (planta media),Señorial,,2023,Andalucía,,es,2024-05-27 17:40:34,60.00
593234,Cerro Del Aguila,alquiler,,C. Afán de Ribera,"135,65 kW h/m&sup2; año",1 dorm.,420,Sevilla,2 baños,Media,Popular,,2001,Andalucía,e,es,2024-08-30 20:35:51,185.00
595385,Cerro Del Aguila,alquiler,,C. Párroco Antonio Gómez Villalobos,,1 dorm.,320,Sevilla,1 baño,Baja,Popular,,1970,Andalucía,,es,2024-09-23 20:48:19,14.00
589589,Amate - Rochelambert,alquiler,,Calle Puerto de la Molina,,,800,Sevilla,,,Popular,,1975,Andalucía,,es,2024-08-06 10:41:00,84.00
589306,Carretera De Carmona - San Diego - Las Naciones,alquiler,,Cortijo de la Albarrana,,,450,Sevilla,1 baño,Baja,Media,,2002,Andalucía,,es,2024-08-20 10:54:46,24.00
583429,Macarena - La Salle - Begoña,alquiler,,Av. de Pino Montano,,,650,Sevilla,2 baños,Baja,Popular,,1940,Andalucía,,es,2024-05-23 12:15:19,55.00
513789,Macarena Golondrinas - Sanchez Pijuan,alquiler,,Plaza Dr. Barraquer,,,500,Sevilla,1 baño,Baja,Popular,Independiente (Eléctrica),1973,Andalucía,,es,2023-12-21 19:11:08,60.00
586238,Cerro Del Aguila,alquiler,,C. José María de Pereda,"388,45 kWh/m&sup2; año",,700,Sevilla,1 baño,Baja,Media,,1978,Andalucía,f,es,2024-06-18 10:12:28,50.00
599554,Casetas,alquiler,Sí,Av. de Logroño,,2 dorm.,650,Zaragoza,1 baño,1 (planta alta),Media,Independiente (Gas),2008,Aragón,,es,2024-10-29 13:14:15,85.00
504523,Arrabal,alquiler,,Calle de Pano y Ruata,,2 dorm.,1500,Zaragoza,1 baño,Baja,Media,centralizada (Eléctrica),1977,Aragón,,es,2022-03-10 20:26:00,65.00
550093,Parque Roma,alquiler,Sí,Urbanización Parque Roma,,,75,Zaragoza,,Baja,Señorial,centralizada (Gas),1979,Aragón,,es,2023-06-16 16:47:25,10.00
592125,Delicias,alquiler,,C. de las Delicias,141 kW h/m&sup2; año,,650,Zaragoza,,Baja,Media,,1980,Aragón,f,es,2024-08-21 10:50:51,81.00
192640,Actur,alquiler,,C. Pedro Saputo,"247,1 kWh/m&sup2; año",5 dorm.,700,Zaragoza,2 baños,Baja,Media,,2005,Aragón,c,es,2024-06-25 14:04:53,100.00
522775,Las Fuentes,alquiler,,Salvador minguijon,292 kWh/m&sup2; año,,400,Zaragoza,1 baño,Baja,Popular,,1961,Aragón,c,es,2024-09-27 11:40:13,39.00
582506,Miralbueno,alquiler,Sí,Calle Ibón de Catieras,,,35,Zaragoza,,,Media,,2005,Aragón,,es,2024-05-13 13:34:27,13.00
353114,Actur,alquiler,,Calle Pablo Ruiz Picasso,"305,30 kWh/m&sup2; año",,2260,Zaragoza,1 baño,,Popular,,1984,Aragón,d,es,2023-04-03 17:29:25,199.00
593105,Picarral,alquiler,,C. de Jesús y María,"212,5 kWh/m&sup2; año",3 dorm.,1200,Zaragoza,2 baños,Alta,Señorial,,1990,Aragón,e,es,2024-08-29 17:29:38,300.00
548628,Actur,alquiler,,Calle Poeta Rosalía de Castro,"296,00 kW h/m&sup2; año",,375,Zaragoza,,Baja,Media,,2000,Aragón,f,es,2024-07-20 11:45:47,58.00
570646,Arrabal,alquiler,,Plaza San Gregorio,"271,8 kWh/m&sup2; año",,950,Zaragoza,1 baño,,De época,,1944,Aragón,d,es,2024-01-19 19:45:30,85.00
503468,Arrabal,alquiler,,Calle Mariano Turmo,"1333,38 kWh/m&sup2; año",,480,Zaragoza,1 baño,Planta baja,Popular,centralizada (Eléctrica),1990,Aragón,d,es,2022-03-02 19:49:50,101.00
554135,Casetas,alquiler,,C. Domingo Legua Rudilla,,,400,Zaragoza,1 baño,Baja,Media,,1970,Aragón,,es,2024-03-06 10:44:20,153.00
318805,Almozara,alquiler,,Calle Reino,,1 dorm.,450,Zaragoza,,,Media,,1969,Aragón,,es,2023-12-26 10:51:01,125.00
215134,Actur,alquiler,,"Calle Iglesias, Pablo",,,800,Zaragoza,,Baja,Media,,2004,Aragón,,es,2024-06-25 13:04:46,235.00
571671,La Rubia,alquiler,Sí,Paseo de Zorrilla,"186,66 kWh/m&sup2; año",2 dorm.,650,Valladolid,1 baño,,Popular,,1965,Castilla Y León,e,es,2024-01-29 20:10:46,66.00
598632,La Rubia,alquiler,Sí,Calle del Final,210 kW h/m&sup2; año,2 dorm.,730,Valladolid,1 baño,,Popular,Independiente,1990,Castilla Y León,e,es,2024-10-21 17:56:44,78.00
571622,4 Marzo - La Farola,alquiler,,Calle del Arzobispo Marcelo González,"614,2 kW h/m&sup2; año",,550,Valladolid,2 baños,,Popular,,1960,Castilla Y León,e,es,2024-10-21 20:37:07,110.00
582018,Hospital Militar,alquiler,,Calle Capuchinos,,,300,Valladolid,1 baño,Baja,Media,,1941,Castilla Y León,,es,2024-05-21 19:45:03,71.00
597823,Pajarillos ,alquiler,,Calle Urraca,,,90,Valladolid,,Sótano,Popular,,1983,Castilla Y León,,es,2024-10-14 13:42:45,15.00
596559,Parquesol,alquiler,Sí,Calle Manuel Azaña,197 kWh/m&sup2; año,3 dorm.,850,Valladolid,2 baños,5,Señorial,Independiente (Gas),2003,Castilla Y León,e,es,2024-10-02 11:38:27,140.00
590638,4 Marzo - La Farola,alquiler,,Calle Falla,,,450,Valladolid,1 baño,Planta baja,Popular,,1960,Castilla Y León,,es,2024-08-02 19:49:49,58.00
569791,Villa Del Prado,alquiler,,Monasterio santa maria de moreruela,,,35,Valladolid,,-1 (planta planta baja),Popular,,2006,Castilla Y León,,es,2024-01-12 20:20:33,24.00
577026,La Rubia,alquiler,,Calle Dr. Moreno,,2 dorm.,350,Valladolid,1 baño,,Popular,,1978,Castilla Y León,,es,2024-04-04 18:04:03,46.00
579077,La Rubia,alquiler,,Calle Dr. Moreno,,4 dorm.,600,Valladolid,1 baño,,Popular,,1972,Castilla Y León,,es,2024-04-09 18:16:56,183.00
573462,Parquesol,alquiler,,C. Prof. Adolfo Miaja de la Muela,305 kWh/m&sup2; año,1 dorm.,1100,Valladolid,2 baños,Baja,Popular,Independiente (Aéreo Termo),1996,Castilla Y León,d,es,2024-02-14 17:42:50,120.00
578296,Parquesol,alquiler,,C. Prof. Adolfo Miaja de la Muela,,1 dorm.,65,Valladolid,,Sótano,Popular,,1990,Castilla Y León,,es,2024-04-02 20:59:52,34.00
570739,Huerta Del Rey,alquiler,,Calle del Monasterio Sta. Isabel,,,40,Valladolid,,-1 (planta planta baja),Media,,2007,Castilla Y León,,es,2024-02-07 20:24:45,20.00
572967,Delicias,alquiler,,C. Gerona,,,330,Valladolid,1 baño,,Media,,1990,Castilla Y León,,es,2024-02-27 19:39:29,25.00
598124,Santa Barbara,alquiler,,Av. de Santa Bárbara,125 kWh/m&sup2; año,2 dorm.,700,Toledo,,2 (planta media),Media,,2007,Castilla-La Mancha,d,es,2024-10-25 12:44:47,66.00
503200,Polígono S.m. Benquerencia,alquiler,Sí,Calle Guadarrama,"242,42 kW h/m&sup2; año",3 dorm.,750,Toledo,1 baño,,Media,centralizada (Gas),1980,Castilla-La Mancha,f,es,2024-10-08 12:33:45,85.00
598189,Casco Histórico,alquiler,,Bajada Antequeruela,"161,8 kW h/m&sup2; año",,550,Toledo,1 baño,Baja,Media,,1991,Castilla-La Mancha,e,es,2024-10-18 20:29:54,50.00
589442,Casco Histórico,alquiler,Sí,C. Miguel de Cervantes,"271,3 kWh/m&sup2; año",3 dorm.,750,Toledo,3 baños,2,Media,,1950,Castilla-La Mancha,g,es,2024-07-15 20:29:31,147.00
526593,Casco Histórico,alquiler,,C. Carreras San Sebastián,"335,1 kWh/m&sup2; año",3 dorm.,700,Toledo,2 baños,,Media,Independiente (Gas),1970,Castilla-La Mancha,f,es,2024-09-10 19:11:30,86.00
588355,Polígono S.m. Benquerencia,alquiler,,Av. del Río Boladiez,"89,0 kW h/m&sup2; año",1 dorm.,450,Toledo,,Baja,Media,,1977,Castilla-La Mancha,d,es,2024-07-05 10:24:40,70.00
570727,Polígono S.m. Benquerencia,alquiler,,C. Río Alberche,"130,3 kW h/m&sup2; año",,400,Toledo,1 baño,Baja,Popular,,1995,Castilla-La Mancha,e,es,2024-01-31 21:12:52,60.00
549784,La Sagrada Familia,alquiler,,C/ de Padilla,304 kWh/m&sup2; año,2 dorm.,1690,Barcelona,1 baño,,Media,,1951,Cataluña,f,es,2023-06-17 14:13:53,59.00
589966,La Sagrada Familia,alquiler,,Carrer de Lepant,,1 dorm.,1200,Barcelona,1 baño,Planta baja,Media,,1953,Cataluña,,es,2024-07-24 18:07:22,88.00
340463,Poble Sec,alquiler,Sí,Carrer de la Concòrdia,169 kWh/m&sup2; año,3 dorm.,1400,Barcelona,1 baño,,Media,,1936,Cataluña,e,es,2020-02-05 20:25:41,69.00
591720,El Guinardó,alquiler,,Av. de la Mare de Déu de Montserrat,99 kW h/m&sup2; año,,2300,Barcelona,1 baño,,Popular,,1998,Cataluña,g,es,2024-10-30 11:11:55,252.00
590802,Sant Andreu Centre,alquiler,,C/ Gran de Sant Andreu,103 kWh/m&sup2; año,,1500,Barcelona,,Baja,Media,,1970,Cataluña,c,es,2024-07-31 11:41:22,183.00
599574,Sant Antoni,alquiler,,Carrer de Villarroel,,4 dorm.,2300,Barcelona,1 baño,4 (planta alta),Señorial,,1900,Cataluña,,es,2024-10-29 19:24:54,91.00
580289,La Sagrada Familia,alquiler,Sí,Carrer de Mallorca,141 kWh/m&sup2; año,2 dorm.,1690,Barcelona,2 baños,3 (planta media),Media,centralizada (Gas),1924,Cataluña,e,es,2024-04-19 20:03:43,78.00
563277,La Barceloneta,alquiler,,Carrer de la Vila Joiosa,130 kWh/m&sup2; año,1 dorm.,900,Barcelona,1 baño,,Popular,,1900,Cataluña,e,es,2024-10-28 15:57:35,30.00
596922,La Barceloneta,alquiler,,Carrer de la Maquinista,197 kWh/m&sup2; año,,840,Barcelona,,,Media,,1900,Cataluña,d,es,2024-10-04 18:13:41,45.00
573687,La Barceloneta,alquiler,,Pg. de Joan de Borbó,205 kW h/m&sup2; año,,800,Barcelona,,Baja,Media,,1800,Cataluña,c,es,2024-10-28 19:05:11,9.00
346799,La Barceloneta,alquiler,,Calle pescadors,,,750,Barcelona,1 baño,Alta,Popular,Independiente (Termo Ventilación),1930,Cataluña,,es,2023-11-13 17:04:09,33.00
591010,Antiga Esquerra De L'Eixample (Alta),alquiler,,Gran via de les corts catalanes,,,4800,Barcelona,1 baño,,Media,,1900,Cataluña,,es,2024-09-16 14:00:17,409.00
596917,La Barceloneta,alquiler,Sí,Passeig de Joan de Borbó Comte de Barcelona,259 kW h/m&sup2; año,1 dorm.,1800,Barcelona,1 baño,3 (planta media),Media,,1800,Cataluña,g,es,2024-10-04 18:20:00,56.00
599081,Raval,alquiler,,Carrer de Lancaster,,,1800,Barcelona,,,Popular,,1841,Cataluña,,es,2024-10-24 20:08:09,105.00
246171,La Barceloneta,alquiler,,Carrer del Comte de Santa Clara,217 kW h/m&sup2; año,1 dorm.,800,Barcelona,1 baño,2 (planta media),Popular,,1940,Cataluña,f,es,2022-06-27 18:02:36,35.00
599462,Argüelles,alquiler,,Santa Cruz de Marcenado,,,1200,Madrid,1 baño,Semisótano,Media,,1940,Comunidad De Madrid,,es,2024-10-29 11:56:27,61.00
599419,,alquiler,,Calle Mota del Cuervo,"195,4 kWh/m&sup2; año",4 dorm.,1500,Madrid,2 baños,,Popular,Independiente (Eléctrica),1970,Comunidad De Madrid,e,es,2024-10-28 17:48:49,105.00
583211,Alameda De Osuna,alquiler,,C. del Balandro,260 kWh/m&sup2; año,,850,Madrid,1 baño,,Popular,Independiente,1973,Comunidad De Madrid,e,es,2024-06-07 09:52:02,57.00
599682,Ciudad Pegaso,alquiler,,Av. Séptima,176 kW h/m&sup2; año,1 dorm.,900,Madrid,1 baño,Baja,Media,,2002,Comunidad De Madrid,d,es,2024-10-31 10:59:08,42.00
594404,Eugenia De Montijo - Colonia De La Prensa,alquiler,,C. Marqués de Casa Jiménez,119 kW h/m&sup2; año,2 dorm.,1190,Madrid,2 baños,2 (planta media),Popular,Independiente (Gas),2004,Comunidad De Madrid,d,es,2024-09-17 11:18:21,89.00
599176,Barrio Concepcion,alquiler,,Virgen del Coro,,,1150,Madrid,,,Popular,,1956,Comunidad De Madrid,,es,2024-10-30 21:09:19,71.00
308869,Cuatro Caminos,alquiler,,Calle Dulcinea,,,1600,Madrid,1 baño,,Media,,1950,Comunidad De Madrid,,es,2023-05-20 13:29:28,60.00
598174,Usera,alquiler,,C. de Hermenegildo Bielsa,326 kW h/m&sup2; año,,580,Madrid,,Baja,Media,,1956,Comunidad De Madrid,d,es,2024-10-30 18:53:01,50.00
497411,Usera,alquiler,,C. Matilde Gayo,304 kW h/m&sup2; año,1 dorm.,900,Madrid,,,Popular,,1956,Comunidad De Madrid,f,es,2024-10-30 18:52:27,63.00
596720,Lacoma - Peñagrande ,alquiler,,Calle Cadalso de los Vidrios,393 kWh/m&sup2; año,3 dorm.,1100,Madrid,1 baño,4 (planta alta),Popular,centralizada (Radiadores),1957,Comunidad De Madrid,g,es,2024-10-16 14:11:35,55.00
596704,Lacoma - Peñagrande ,alquiler,,Calle Cadalso de los Vidrios,393 kWh/m&sup2; año,,1150,Madrid,1 baño,,Popular,centralizada (Radiadores),1957,Comunidad De Madrid,g,es,2024-10-16 14:14:46,55.00
597537,Barrio Concepcion,alquiler,,Calle Aristoteles,2072 kWh/m&sup2; año,,1200,Madrid,1 baño,,Señorial,,1967,Comunidad De Madrid,e,es,2024-10-21 11:19:18,80.00
555550,Lacoma - Peñagrande ,alquiler,,Islas cies,402 kW h/m&sup2; año,1 dorm.,650,Madrid,1 baño,Baja,Popular,,1970,Comunidad De Madrid,e,es,2024-10-30 09:52:21,56.00
564383,Santa Eugenia ,alquiler,,C. Real de Arganda,,,500,Madrid,1 baño,Baja,Popular,,1976,Comunidad De Madrid,,es,2024-10-29 20:11:50,37.00
517256,Prosperidad,alquiler,Sí,Calle Martín Martínez,,2 dorm.,1495,Madrid,1 baño,Alta,Media,Independiente (Gas),1980,Comunidad De Madrid,,es,2024-10-29 18:53:10,61.00
558003,Pla - Carolinas,alquiler,Sí,C. Pradilla,118 kWh/m&sup2; año,3 dorm.,300,Alicante,1 baño,4,Popular,,1969,Comunidad Valenciana,e,es,2024-07-02 13:34:17,90.00
587290,Pla - Carolinas,alquiler,,Calle Foguerer,118 kWh/m&sup2; año,4 dorm.,320,Alicante,2 baños,,Popular,,1972,Comunidad Valenciana,e,es,2024-06-25 19:33:45,94.00
597020,Pla - Carolinas,alquiler,,Calle Monforte del cid,,,1100,Alicante,,,Popular,,1960,Comunidad Valenciana,,es,2024-10-05 14:04:44,203.00
569601,Pla - Carolinas,alquiler,,Inmaculada del Pla,,,650,Alicante,,Baja,Popular,,1968,Comunidad Valenciana,,es,2024-01-10 20:02:14,67.00
583409,Sant Antoni - Primado Reig,alquiler,,Carrer del Pare Urbà,,1 dorm.,450,Valencia,1 baño,Baja,Popular,,1966,Comunidad Valenciana,,es,2024-10-19 10:26:11,54.00
591454,Benicalap - Peset Aleixandre,alquiler,,Av. del Dr. Peset Aleixandre,,,650,Valencia,1 baño,,Popular,,1963,Comunidad Valenciana,,es,2024-08-06 19:30:13,65.00
596736,Sant Antoni - Primado Reig,alquiler,Sí,C/ de Sagunt,,4 dorm.,1700,Valencia,2 baños,,Señorial,Independiente (Gas),1995,Comunidad Valenciana,,es,2024-10-04 12:24:14,160.00
580458,Monteolivete - Waskman,alquiler,,Carrera de la Fonteta de Sant Lluís,,,750,Valencia,1 baño,Baja,Señorial,,1936,Comunidad Valenciana,,es,2024-10-02 11:45:08,96.00
595253,El Grau,alquiler,,Av. Francia,,,1200,Valencia,,,Media,,1965,Comunidad Valenciana,,es,2024-09-27 10:53:01,231.00
594135,Albors - Cami Fondo,alquiler,Sí,C/ del Dr. Manuel Candela,,,1450,Valencia,2 baños,,Media,,1966,Comunidad Valenciana,,es,2024-09-10 11:54:42,90.00
339899,Sant Antoni - Primado Reig,alquiler,,Carrer de Sant Joan de la Creu,,4 dorm.,450,Valencia,1 baño,Baja,Popular,,1998,Comunidad Valenciana,,es,2024-09-20 12:32:08,127.00
585799,L'Olivereta - Av Del Cid,alquiler,,C/ de Pintor Stolz,,1 dorm.,500,Valencia,,Planta baja,Media,,1960,Comunidad Valenciana,,es,2024-07-12 10:34:44,31.00
592832,Benimaclet,alquiler,,C/Marcelino Giner,,,800,Valencia,,Baja,Popular,,1970,Comunidad Valenciana,,es,2024-08-27 14:00:27,100.00
593564,Saidia - Marxalenes,alquiler,Sí,Av. del Dr. Peset Aleixandre,67 kW h/m&sup2; año,,950,Valencia,1 baño,6,Popular,,1965,Comunidad Valenciana,d,es,2024-09-04 20:37:19,85.00
569647,Extramurs,alquiler,,Calle Norte,185 kWh/m&sup2; año,,850,Valencia,,Baja,De época,,2005,Comunidad Valenciana,c,es,2024-02-16 17:22:28,247.00
514515,Fonteta - Hnos Maristas,alquiler,,Fuente san luis,,,800,Valencia,,Baja,Media,,1961,Comunidad Valenciana,,es,2023-02-15 18:38:46,169.00
558437,Fonteta - Hnos Maristas,alquiler,,Ebenista caselles,,,400,Valencia,,Planta baja,Media,,1960,Comunidad Valenciana,,es,2023-10-31 11:08:49,45.00
512329,Sant Antoni - Primado Reig,alquiler,,Carrer de Gual Villalbí,54 kW h/m&sup2; año,1 dorm.,550,Valencia,1 baño,Baja,Popular,,1968,Comunidad Valenciana,d,es,2024-06-19 20:26:57,42.00
